frame,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z
206,0.543,0.413,-0.875,0.583,0.329,-0.815,0.496,0.334,-0.825,0.745,0.81,-0.18,0.33,0.818,-0.331
207,0.543,0.413,-0.875,0.583,0.328,-0.814,0.496,0.334,-0.825,0.745,0.81,-0.18,0.331,0.818,-0.33
208,0.543,0.413,-0.858,0.582,0.328,-0.799,0.496,0.334,-0.808,0.745,0.811,-0.178,0.331,0.818,-0.325
209,0.543,0.413,-0.859,0.582,0.328,-0.8,0.496,0.334,-0.809,0.745,0.811,-0.179,0.331,0.818,-0.325
210,0.543,0.413,-0.86,0.582,0.328,-0.802,0.496,0.334,-0.81,0.745,0.811,-0.18,0.331,0.817,-0.323
211,0.541,0.413,-0.856,0.582,0.328,-0.798,0.495,0.334,-0.804,0.745,0.811,-0.183,0.331,0.817,-0.313
212,0.54,0.414,-0.881,0.582,0.328,-0.821,0.494,0.334,-0.827,0.746,0.811,-0.183,0.332,0.817,-0.313
213,0.539,0.414,-0.855,0.581,0.328,-0.798,0.493,0.334,-0.802,0.746,0.811,-0.185,0.332,0.816,-0.304
214,0.539,0.414,-0.854,0.581,0.328,-0.796,0.493,0.335,-0.802,0.745,0.811,-0.178,0.332,0.816,-0.3
215,0.539,0.415,-0.851,0.581,0.328,-0.793,0.493,0.335,-0.8,0.745,0.811,-0.178,0.332,0.817,-0.301
216,0.539,0.415,-0.839,0.581,0.329,-0.78,0.493,0.334,-0.787,0.745,0.811,-0.175,0.332,0.817,-0.294
217,0.54,0.415,-0.837,0.582,0.329,-0.78,0.493,0.334,-0.786,0.745,0.811,-0.187,0.332,0.816,-0.295
218,0.54,0.414,-0.847,0.582,0.328,-0.79,0.493,0.333,-0.794,0.746,0.81,-0.201,0.332,0.816,-0.296
219,0.54,0.414,-0.854,0.582,0.328,-0.797,0.493,0.333,-0.8,0.746,0.808,-0.203,0.332,0.816,-0.294
220,0.54,0.413,-0.863,0.582,0.328,-0.804,0.493,0.332,-0.809,0.746,0.808,-0.204,0.331,0.816,-0.297
221,0.54,0.413,-0.867,0.582,0.328,-0.808,0.493,0.331,-0.813,0.746,0.807,-0.203,0.331,0.816,-0.298
222,0.54,0.412,-0.881,0.582,0.328,-0.82,0.493,0.331,-0.828,0.746,0.806,-0.203,0.331,0.816,-0.31
223,0.541,0.412,-0.887,0.582,0.328,-0.827,0.494,0.33,-0.835,0.746,0.804,-0.205,0.331,0.816,-0.312
224,0.541,0.412,-0.891,0.582,0.328,-0.83,0.494,0.33,-0.838,0.746,0.803,-0.204,0.33,0.816,-0.317
225,0.541,0.411,-0.88,0.583,0.327,-0.82,0.494,0.33,-0.829,0.746,0.803,-0.203,0.33,0.816,-0.317
226,0.541,0.411,-0.876,0.583,0.327,-0.815,0.494,0.329,-0.824,0.746,0.803,-0.197,0.33,0.816,-0.317
227,0.541,0.411,-0.877,0.583,0.327,-0.816,0.494,0.329,-0.825,0.746,0.803,-0.196,0.33,0.817,-0.318
228,0.541,0.411,-0.872,0.583,0.327,-0.811,0.494,0.329,-0.82,0.746,0.803,-0.196,0.33,0.817,-0.318
229,0.541,0.411,-0.867,0.583,0.327,-0.807,0.494,0.329,-0.816,0.746,0.803,-0.194,0.33,0.817,-0.318
230,0.541,0.411,-0.874,0.582,0.327,-0.814,0.494,0.329,-0.823,0.746,0.803,-0.196,0.33,0.817,-0.319
231,0.541,0.411,-0.874,0.582,0.327,-0.813,0.494,0.329,-0.822,0.745,0.802,-0.196,0.33,0.817,-0.312
232,0.541,0.411,-0.875,0.582,0.327,-0.815,0.494,0.329,-0.823,0.745,0.802,-0.2,0.33,0.817,-0.318
233,0.541,0.411,-0.878,0.582,0.327,-0.818,0.494,0.329,-0.826,0.745,0.802,-0.2,0.33,0.817,-0.318
234,0.541,0.41,-0.879,0.582,0.327,-0.82,0.494,0.329,-0.828,0.745,0.801,-0.202,0.33,0.816,-0.32
235,0.541,0.41,-0.891,0.582,0.327,-0.831,0.494,0.329,-0.838,0.745,0.802,-0.208,0.33,0.816,-0.331
236,0.541,0.41,-0.899,0.582,0.327,-0.84,0.494,0.329,-0.848,0.745,0.802,-0.215,0.33,0.816,-0.339
237,0.541,0.411,-0.898,0.582,0.327,-0.839,0.493,0.329,-0.846,0.745,0.802,-0.214,0.33,0.817,-0.337
238,0.541,0.411,-0.898,0.582,0.327,-0.838,0.493,0.329,-0.846,0.745,0.802,-0.215,0.33,0.817,-0.334
239,0.541,0.41,-0.901,0.582,0.327,-0.841,0.493,0.329,-0.847,0.746,0.802,-0.221,0.331,0.817,-0.334
240,0.541,0.41,-0.9,0.582,0.327,-0.84,0.493,0.329,-0.847,0.746,0.802,-0.228,0.331,0.816,-0.333
241,0.541,0.41,-0.899,0.582,0.327,-0.839,0.493,0.329,-0.846,0.746,0.802,-0.228,0.331,0.816,-0.332
242,0.541,0.41,-0.888,0.582,0.327,-0.829,0.493,0.329,-0.836,0.746,0.802,-0.227,0.331,0.816,-0.325
243,0.541,0.41,-0.892,0.582,0.327,-0.833,0.493,0.329,-0.839,0.746,0.802,-0.23,0.332,0.816,-0.325
244,0.541,0.41,-0.887,0.582,0.327,-0.827,0.493,0.329,-0.834,0.746,0.802,-0.23,0.331,0.816,-0.325
245,0.541,0.41,-0.887,0.582,0.327,-0.828,0.493,0.329,-0.835,0.745,0.801,-0.229,0.331,0.817,-0.329
246,0.541,0.41,-0.877,0.582,0.326,-0.819,0.493,0.329,-0.827,0.745,0.801,-0.224,0.331,0.817,-0.33
247,0.541,0.41,-0.878,0.582,0.326,-0.82,0.493,0.328,-0.828,0.745,0.801,-0.224,0.331,0.817,-0.33
248,0.541,0.409,-0.877,0.583,0.325,-0.818,0.493,0.328,-0.826,0.745,0.801,-0.219,0.331,0.817,-0.326
249,0.541,0.409,-0.883,0.583,0.325,-0.823,0.494,0.328,-0.832,0.745,0.801,-0.223,0.331,0.817,-0.326
250,0.541,0.409,-0.89,0.583,0.325,-0.83,0.494,0.328,-0.84,0.745,0.801,-0.223,0.331,0.818,-0.332
251,0.542,0.409,-0.906,0.583,0.325,-0.846,0.494,0.328,-0.856,0.745,0.801,-0.233,0.331,0.818,-0.34
252,0.542,0.409,-0.906,0.583,0.325,-0.847,0.494,0.328,-0.856,0.745,0.801,-0.232,0.331,0.818,-0.341
253,0.543,0.409,-0.921,0.583,0.325,-0.859,0.495,0.328,-0.868,0.744,0.8,-0.232,0.331,0.818,-0.339
254,0.543,0.408,-0.925,0.583,0.324,-0.863,0.495,0.327,-0.874,0.742,0.8,-0.232,0.33,0.818,-0.346
255,0.543,0.407,-0.922,0.583,0.323,-0.861,0.495,0.327,-0.871,0.741,0.8,-0.228,0.33,0.818,-0.351
256,0.543,0.405,-0.921,0.583,0.322,-0.859,0.495,0.326,-0.869,0.74,0.8,-0.224,0.329,0.818,-0.35
257,0.542,0.405,-0.92,0.582,0.322,-0.858,0.495,0.326,-0.869,0.74,0.8,-0.224,0.329,0.818,-0.35
258,0.542,0.405,-0.928,0.581,0.322,-0.868,0.494,0.326,-0.876,0.74,0.8,-0.242,0.329,0.817,-0.352
259,0.542,0.405,-0.926,0.581,0.322,-0.866,0.494,0.326,-0.875,0.74,0.799,-0.242,0.329,0.817,-0.352
260,0.542,0.405,-0.929,0.58,0.322,-0.868,0.494,0.326,-0.876,0.74,0.798,-0.244,0.329,0.816,-0.352
261,0.542,0.404,-0.92,0.58,0.322,-0.861,0.494,0.325,-0.867,0.74,0.797,-0.243,0.33,0.816,-0.345
262,0.541,0.404,-0.918,0.58,0.322,-0.859,0.494,0.325,-0.864,0.74,0.797,-0.243,0.33,0.816,-0.343
263,0.541,0.404,-0.902,0.579,0.322,-0.846,0.494,0.325,-0.852,0.74,0.797,-0.241,0.33,0.815,-0.345
264,0.541,0.404,-0.891,0.579,0.322,-0.836,0.493,0.325,-0.841,0.741,0.796,-0.241,0.33,0.814,-0.341
265,0.54,0.404,-0.87,0.579,0.322,-0.817,0.493,0.325,-0.82,0.741,0.796,-0.24,0.331,0.812,-0.324
266,0.54,0.403,-0.875,0.578,0.322,-0.82,0.493,0.325,-0.824,0.741,0.796,-0.242,0.332,0.811,-0.326
267,0.54,0.403,-0.878,0.578,0.322,-0.822,0.493,0.325,-0.827,0.741,0.796,-0.241,0.333,0.81,-0.325
268,0.54,0.403,-0.88,0.578,0.322,-0.824,0.493,0.325,-0.829,0.741,0.796,-0.238,0.333,0.809,-0.326
269,0.54,0.403,-0.877,0.577,0.321,-0.823,0.493,0.324,-0.828,0.741,0.796,-0.237,0.333,0.809,-0.33
270,0.539,0.403,-0.878,0.577,0.321,-0.823,0.493,0.324,-0.828,0.741,0.796,-0.236,0.334,0.809,-0.333
271,0.539,0.403,-0.879,0.577,0.321,-0.824,0.493,0.324,-0.829,0.741,0.796,-0.235,0.334,0.809,-0.334
272,0.539,0.403,-0.864,0.577,0.321,-0.81,0.493,0.324,-0.815,0.741,0.796,-0.232,0.334,0.809,-0.329
273,0.539,0.403,-0.884,0.577,0.321,-0.828,0.493,0.324,-0.833,0.741,0.796,-0.233,0.334,0.809,-0.334
274,0.539,0.403,-0.884,0.577,0.321,-0.828,0.493,0.324,-0.833,0.741,0.796,-0.226,0.335,0.809,-0.341
275,0.539,0.403,-0.881,0.577,0.321,-0.825,0.493,0.324,-0.832,0.741,0.796,-0.217,0.335,0.81,-0.344
276,0.539,0.403,-0.881,0.577,0.321,-0.825,0.494,0.324,-0.832,0.741,0.795,-0.211,0.335,0.81,-0.344
277,0.539,0.402,-0.873,0.577,0.321,-0.817,0.494,0.324,-0.825,0.741,0.795,-0.202,0.335,0.81,-0.343
278,0.539,0.401,-0.869,0.577,0.32,-0.812,0.494,0.323,-0.821,0.741,0.795,-0.201,0.335,0.811,-0.344
279,0.539,0.4,-0.87,0.577,0.32,-0.813,0.494,0.322,-0.821,0.741,0.795,-0.203,0.335,0.811,-0.344
280,0.539,0.399,-0.867,0.577,0.319,-0.81,0.494,0.322,-0.817,0.742,0.795,-0.205,0.335,0.81,-0.341
281,0.539,0.399,-0.866,0.577,0.319,-0.81,0.494,0.321,-0.816,0.742,0.795,-0.205,0.336,0.809,-0.338
282,0.54,0.398,-0.896,0.578,0.319,-0.838,0.494,0.321,-0.844,0.741,0.794,-0.219,0.336,0.809,-0.339
283,0.54,0.397,-0.894,0.578,0.318,-0.836,0.494,0.321,-0.842,0.741,0.793,-0.227,0.336,0.809,-0.337
284,0.54,0.396,-0.894,0.578,0.318,-0.835,0.495,0.32,-0.841,0.74,0.792,-0.235,0.337,0.809,-0.335
285,0.54,0.395,-0.894,0.578,0.318,-0.835,0.495,0.32,-0.841,0.74,0.792,-0.234,0.337,0.808,-0.335
286,0.54,0.394,-0.89,0.578,0.317,-0.831,0.495,0.319,-0.836,0.74,0.792,-0.234,0.338,0.808,-0.335
287,0.54,0.393,-0.89,0.578,0.316,-0.831,0.495,0.319,-0.835,0.74,0.791,-0.234,0.338,0.808,-0.328
288,0.54,0.392,-0.886,0.578,0.316,-0.826,0.495,0.318,-0.831,0.739,0.791,-0.232,0.338,0.808,-0.326
289,0.541,0.391,-0.873,0.578,0.315,-0.812,0.496,0.318,-0.82,0.739,0.79,-0.213,0.338,0.808,-0.326
290,0.541,0.39,-0.873,0.579,0.314,-0.813,0.496,0.317,-0.82,0.739,0.789,-0.211,0.338,0.808,-0.327
291,0.542,0.389,-0.877,0.579,0.313,-0.816,0.497,0.317,-0.825,0.739,0.788,-0.211,0.338,0.808,-0.346
292,0.542,0.388,-0.869,0.579,0.313,-0.81,0.497,0.316,-0.82,0.738,0.786,-0.198,0.338,0.808,-0.345
293,0.542,0.388,-0.865,0.579,0.313,-0.806,0.497,0.316,-0.817,0.738,0.785,-0.186,0.338,0.808,-0.345
294,0.542,0.388,-0.862,0.579,0.313,-0.803,0.497,0.316,-0.815,0.737,0.784,-0.18,0.338,0.808,-0.345
295,0.542,0.388,-0.84,0.579,0.313,-0.782,0.497,0.316,-0.793,0.737,0.783,-0.172,0.338,0.807,-0.337
296,0.542,0.388,-0.844,0.579,0.313,-0.786,0.497,0.316,-0.796,0.737,0.783,-0.174,0.338,0.807,-0.338
297,0.542,0.388,-0.841,0.579,0.313,-0.783,0.497,0.316,-0.795,0.737,0.783,-0.166,0.338,0.807,-0.339
298,0.542,0.388,-0.838,0.579,0.313,-0.779,0.497,0.316,-0.792,0.737,0.783,-0.16,0.338,0.807,-0.339
299,0.542,0.387,-0.81,0.579,0.312,-0.754,0.497,0.315,-0.766,0.737,0.783,-0.156,0.338,0.806,-0.338
300,0.542,0.387,-0.814,0.579,0.312,-0.758,0.497,0.315,-0.77,0.737,0.783,-0.152,0.338,0.805,-0.338
301,0.542,0.387,-0.827,0.579,0.312,-0.769,0.497,0.314,-0.782,0.737,0.784,-0.153,0.338,0.805,-0.338
302,0.542,0.387,-0.828,0.579,0.312,-0.77,0.497,0.314,-0.782,0.737,0.784,-0.16,0.338,0.804,-0.336
303,0.542,0.387,-0.831,0.579,0.312,-0.773,0.497,0.314,-0.786,0.737,0.785,-0.161,0.338,0.804,-0.339
304,0.542,0.386,-0.868,0.579,0.312,-0.809,0.497,0.314,-0.819,0.737,0.785,-0.194,0.338,0.804,-0.344
305,0.542,0.386,-0.867,0.579,0.312,-0.808,0.497,0.314,-0.818,0.737,0.786,-0.198,0.338,0.804,-0.344
306,0.542,0.387,-0.87,0.579,0.312,-0.813,0.497,0.314,-0.822,0.738,0.786,-0.197,0.338,0.804,-0.344
307,0.542,0.388,-0.88,0.579,0.312,-0.821,0.497,0.315,-0.832,0.738,0.787,-0.196,0.338,0.805,-0.345
308,0.542,0.388,-0.895,0.579,0.312,-0.836,0.497,0.315,-0.846,0.739,0.788,-0.201,0.338,0.805,-0.354
309,0.541,0.389,-0.914,0.579,0.312,-0.854,0.497,0.315,-0.863,0.739,0.789,-0.206,0.338,0.805,-0.355
310,0.541,0.39,-0.917,0.579,0.313,-0.857,0.497,0.315,-0.867,0.74,0.79,-0.204,0.338,0.805,-0.359
311,0.54,0.391,-0.916,0.579,0.313,-0.856,0.496,0.316,-0.862,0.74,0.793,-0.204,0.338,0.805,-0.353
312,0.54,0.392,-0.916,0.579,0.313,-0.857,0.496,0.316,-0.864,0.74,0.794,-0.208,0.338,0.805,-0.356
313,0.54,0.393,-0.915,0.579,0.314,-0.856,0.496,0.316,-0.865,0.74,0.795,-0.207,0.338,0.805,-0.368
314,0.54,0.395,-0.89,0.579,0.314,-0.832,0.495,0.317,-0.842,0.741,0.799,-0.19,0.338,0.805,-0.365
315,0.54,0.396,-0.888,0.579,0.315,-0.828,0.495,0.317,-0.839,0.741,0.803,-0.168,0.337,0.805,-0.352
316,0.541,0.396,-0.913,0.579,0.315,-0.85,0.495,0.317,-0.862,0.741,0.804,-0.179,0.336,0.805,-0.359
317,0.541,0.396,-0.939,0.58,0.315,-0.876,0.495,0.318,-0.887,0.741,0.804,-0.201,0.335,0.806,-0.361
318,0.542,0.396,-0.948,0.58,0.315,-0.885,0.495,0.318,-0.896,0.741,0.804,-0.215,0.334,0.808,-0.364
319,0.542,0.396,-0.948,0.58,0.315,-0.884,0.496,0.318,-0.894,0.739,0.802,-0.214,0.334,0.809,-0.364
320,0.544,0.396,-0.905,0.581,0.315,-0.843,0.496,0.318,-0.858,0.738,0.801,-0.194,0.334,0.809,-0.356
321,0.545,0.397,-0.911,0.581,0.315,-0.849,0.497,0.319,-0.864,0.736,0.799,-0.194,0.334,0.81,-0.36
322,0.546,0.397,-0.899,0.582,0.316,-0.837,0.497,0.319,-0.853,0.735,0.799,-0.182,0.334,0.81,-0.357
323,0.546,0.399,-0.9,0.582,0.318,-0.837,0.497,0.32,-0.853,0.735,0.799,-0.185,0.334,0.81,-0.356
324,0.546,0.401,-0.899,0.583,0.32,-0.837,0.497,0.321,-0.852,0.734,0.799,-0.187,0.334,0.81,-0.356
325,0.547,0.403,-0.898,0.583,0.321,-0.837,0.498,0.322,-0.852,0.734,0.799,-0.188,0.334,0.81,-0.356
326,0.546,0.405,-0.894,0.583,0.324,-0.833,0.498,0.324,-0.848,0.734,0.799,-0.187,0.334,0.81,-0.349
327,0.546,0.406,-0.894,0.584,0.325,-0.834,0.497,0.325,-0.847,0.734,0.799,-0.188,0.334,0.809,-0.344
328,0.546,0.406,-0.895,0.584,0.326,-0.836,0.497,0.325,-0.848,0.734,0.801,-0.201,0.334,0.809,-0.345
329,0.546,0.407,-0.901,0.584,0.327,-0.842,0.497,0.326,-0.853,0.734,0.801,-0.206,0.334,0.809,-0.345
330,0.545,0.408,-0.901,0.584,0.328,-0.842,0.497,0.327,-0.853,0.734,0.801,-0.209,0.334,0.809,-0.348
331,0.545,0.41,-0.901,0.584,0.329,-0.843,0.497,0.329,-0.853,0.734,0.801,-0.214,0.334,0.809,-0.348
332,0.544,0.412,-0.891,0.584,0.33,-0.836,0.497,0.33,-0.845,0.734,0.801,-0.211,0.334,0.809,-0.348
333,0.544,0.413,-0.878,0.584,0.331,-0.823,0.496,0.33,-0.833,0.735,0.801,-0.195,0.334,0.809,-0.341
334,0.544,0.413,-0.876,0.584,0.331,-0.821,0.496,0.331,-0.831,0.735,0.802,-0.195,0.334,0.809,-0.341
335,0.543,0.414,-0.865,0.584,0.331,-0.81,0.496,0.331,-0.82,0.735,0.802,-0.192,0.334,0.809,-0.339
336,0.543,0.415,-0.867,0.583,0.332,-0.811,0.495,0.331,-0.821,0.736,0.802,-0.192,0.334,0.809,-0.344
337,0.543,0.415,-0.869,0.583,0.332,-0.813,0.495,0.332,-0.823,0.736,0.802,-0.192,0.334,0.809,-0.344
338,0.543,0.417,-0.871,0.583,0.333,-0.814,0.495,0.332,-0.824,0.736,0.802,-0.202,0.334,0.809,-0.343
339,0.542,0.417,-0.872,0.583,0.333,-0.815,0.495,0.333,-0.825,0.736,0.803,-0.205,0.334,0.809,-0.342
340,0.542,0.417,-0.874,0.583,0.333,-0.818,0.495,0.333,-0.828,0.737,0.803,-0.211,0.334,0.809,-0.345
341,0.542,0.417,-0.875,0.583,0.333,-0.819,0.494,0.333,-0.828,0.737,0.804,-0.211,0.334,0.809,-0.345
342,0.542,0.417,-0.875,0.583,0.333,-0.819,0.494,0.333,-0.829,0.738,0.804,-0.215,0.334,0.809,-0.345
343,0.542,0.417,-0.876,0.583,0.333,-0.82,0.494,0.333,-0.829,0.738,0.804,-0.217,0.334,0.809,-0.345
344,0.542,0.417,-0.892,0.583,0.333,-0.835,0.494,0.333,-0.844,0.739,0.805,-0.219,0.334,0.809,-0.347
345,0.542,0.417,-0.901,0.583,0.333,-0.844,0.494,0.333,-0.851,0.74,0.806,-0.224,0.334,0.809,-0.347
346,0.542,0.417,-0.9,0.583,0.333,-0.843,0.494,0.333,-0.851,0.74,0.806,-0.215,0.334,0.809,-0.346
347,0.542,0.417,-0.896,0.583,0.333,-0.839,0.494,0.333,-0.847,0.74,0.807,-0.213,0.334,0.809,-0.342
348,0.542,0.417,-0.901,0.583,0.334,-0.843,0.495,0.333,-0.851,0.74,0.806,-0.213,0.335,0.809,-0.329
349,0.543,0.417,-0.897,0.583,0.334,-0.838,0.495,0.334,-0.848,0.74,0.806,-0.198,0.335,0.809,-0.33
350,0.543,0.418,-0.886,0.583,0.334,-0.828,0.495,0.334,-0.839,0.74,0.806,-0.192,0.335,0.808,-0.328
351,0.543,0.418,-0.885,0.584,0.334,-0.827,0.496,0.334,-0.839,0.74,0.806,-0.189,0.335,0.808,-0.329
352,0.544,0.417,-0.887,0.584,0.334,-0.83,0.496,0.334,-0.841,0.74,0.806,-0.189,0.335,0.808,-0.331
353,0.544,0.417,-0.892,0.584,0.334,-0.834,0.497,0.334,-0.845,0.74,0.807,-0.19,0.335,0.809,-0.333
354,0.545,0.417,-0.893,0.584,0.334,-0.834,0.497,0.334,-0.845,0.74,0.808,-0.191,0.335,0.809,-0.333
355,0.545,0.417,-0.894,0.584,0.334,-0.835,0.497,0.334,-0.846,0.741,0.808,-0.196,0.335,0.81,-0.336
356,0.545,0.416,-0.902,0.584,0.334,-0.844,0.497,0.334,-0.854,0.741,0.809,-0.207,0.335,0.81,-0.342
357,0.545,0.416,-0.902,0.584,0.333,-0.843,0.497,0.334,-0.853,0.742,0.809,-0.209,0.335,0.81,-0.344
358,0.545,0.416,-0.892,0.585,0.333,-0.833,0.497,0.334,-0.846,0.742,0.808,-0.196,0.335,0.811,-0.344
359,0.545,0.416,-0.892,0.585,0.333,-0.833,0.498,0.334,-0.846,0.742,0.809,-0.196,0.335,0.811,-0.349
360,0.546,0.416,-0.916,0.585,0.333,-0.857,0.498,0.334,-0.871,0.742,0.809,-0.2,0.335,0.811,-0.366
361,0.546,0.416,-0.918,0.585,0.333,-0.858,0.498,0.334,-0.871,0.742,0.81,-0.2,0.335,0.811,-0.366
362,0.546,0.416,-0.918,0.585,0.333,-0.858,0.498,0.333,-0.871,0.742,0.81,-0.2,0.335,0.812,-0.368
363,0.546,0.416,-0.911,0.585,0.333,-0.85,0.498,0.333,-0.863,0.742,0.811,-0.195,0.335,0.812,-0.367
364,0.546,0.415,-0.915,0.585,0.333,-0.854,0.498,0.333,-0.867,0.742,0.811,-0.196,0.334,0.813,-0.365
365,0.546,0.415,-0.912,0.585,0.333,-0.85,0.498,0.333,-0.864,0.742,0.812,-0.187,0.334,0.813,-0.365
366,0.546,0.415,-0.911,0.585,0.332,-0.849,0.498,0.333,-0.863,0.743,0.812,-0.186,0.334,0.813,-0.365
367,0.546,0.415,-0.911,0.585,0.332,-0.849,0.498,0.333,-0.863,0.743,0.812,-0.185,0.334,0.813,-0.363
368,0.546,0.415,-0.908,0.585,0.332,-0.846,0.498,0.333,-0.86,0.743,0.813,-0.184,0.334,0.813,-0.361
369,0.546,0.415,-0.909,0.585,0.332,-0.848,0.498,0.333,-0.861,0.743,0.813,-0.187,0.334,0.813,-0.362
370,0.546,0.415,-0.896,0.585,0.332,-0.836,0.498,0.333,-0.849,0.743,0.813,-0.186,0.334,0.813,-0.359
371,0.546,0.415,-0.891,0.585,0.332,-0.83,0.497,0.333,-0.843,0.743,0.813,-0.183,0.334,0.813,-0.358
372,0.546,0.415,-0.891,0.585,0.332,-0.83,0.497,0.332,-0.843,0.743,0.814,-0.182,0.334,0.814,-0.357
373,0.546,0.414,-0.892,0.585,0.331,-0.83,0.497,0.332,-0.843,0.743,0.814,-0.182,0.334,0.814,-0.357
374,0.546,0.414,-0.888,0.585,0.331,-0.826,0.497,0.332,-0.84,0.743,0.814,-0.18,0.334,0.814,-0.354
375,0.546,0.414,-0.889,0.585,0.331,-0.827,0.497,0.332,-0.841,0.743,0.814,-0.18,0.334,0.813,-0.355
376,0.546,0.413,-0.896,0.585,0.33,-0.834,0.497,0.332,-0.849,0.743,0.814,-0.182,0.334,0.814,-0.362
377,0.546,0.413,-0.904,0.585,0.33,-0.842,0.497,0.332,-0.856,0.742,0.814,-0.19,0.334,0.813,-0.363
378,0.546,0.413,-0.899,0.585,0.33,-0.838,0.497,0.332,-0.852,0.742,0.814,-0.19,0.334,0.813,-0.361
379,0.546,0.413,-0.909,0.585,0.33,-0.848,0.497,0.332,-0.861,0.742,0.814,-0.197,0.334,0.813,-0.361
380,0.546,0.413,-0.911,0.585,0.33,-0.85,0.497,0.332,-0.863,0.742,0.814,-0.197,0.334,0.813,-0.361
381,0.546,0.413,-0.913,0.585,0.33,-0.852,0.497,0.332,-0.864,0.742,0.814,-0.203,0.334,0.813,-0.361
382,0.546,0.413,-0.914,0.585,0.33,-0.853,0.497,0.332,-0.865,0.742,0.814,-0.204,0.334,0.813,-0.361
383,0.546,0.413,-0.907,0.585,0.329,-0.847,0.497,0.331,-0.858,0.742,0.814,-0.2,0.335,0.813,-0.357
384,0.546,0.413,-0.907,0.585,0.329,-0.846,0.497,0.331,-0.858,0.742,0.814,-0.2,0.335,0.813,-0.356
385,0.546,0.413,-0.905,0.585,0.329,-0.845,0.497,0.331,-0.856,0.742,0.814,-0.183,0.335,0.813,-0.353
386,0.546,0.412,-0.906,0.585,0.329,-0.845,0.497,0.331,-0.857,0.742,0.814,-0.183,0.335,0.813,-0.352
387,0.546,0.412,-0.91,0.585,0.329,-0.849,0.497,0.331,-0.861,0.742,0.814,-0.189,0.335,0.812,-0.352
388,0.546,0.412,-0.911,0.585,0.329,-0.85,0.497,0.331,-0.862,0.742,0.813,-0.191,0.335,0.812,-0.351
389,0.546,0.412,-0.921,0.585,0.329,-0.861,0.497,0.331,-0.871,0.742,0.813,-0.198,0.335,0.812,-0.352
390,0.545,0.412,-0.912,0.585,0.329,-0.854,0.497,0.331,-0.865,0.742,0.813,-0.194,0.336,0.812,-0.352
391,0.545,0.412,-0.911,0.585,0.329,-0.853,0.497,0.331,-0.864,0.743,0.812,-0.194,0.336,0.812,-0.354
392,0.545,0.412,-0.916,0.585,0.328,-0.858,0.497,0.331,-0.868,0.743,0.811,-0.208,0.336,0.812,-0.354
393,0.545,0.412,-0.916,0.585,0.328,-0.858,0.497,0.331,-0.868,0.742,0.81,-0.208,0.336,0.812,-0.354
394,0.545,0.412,-0.925,0.585,0.328,-0.866,0.497,0.33,-0.877,0.742,0.81,-0.213,0.335,0.812,-0.356
395,0.545,0.412,-0.938,0.585,0.328,-0.879,0.497,0.33,-0.889,0.743,0.81,-0.226,0.335,0.812,-0.362
396,0.545,0.412,-0.937,0.584,0.328,-0.878,0.497,0.33,-0.887,0.745,0.81,-0.225,0.335,0.812,-0.362
397,0.545,0.412,-0.935,0.584,0.328,-0.876,0.496,0.33,-0.886,0.746,0.811,-0.224,0.335,0.812,-0.362
398,0.545,0.412,-0.934,0.584,0.329,-0.875,0.496,0.33,-0.885,0.746,0.812,-0.223,0.334,0.812,-0.362
399,0.545,0.412,-0.942,0.584,0.329,-0.883,0.496,0.33,-0.891,0.747,0.813,-0.233,0.334,0.812,-0.362
400,0.545,0.412,-0.941,0.584,0.329,-0.881,0.496,0.331,-0.89,0.747,0.814,-0.232,0.334,0.812,-0.362
401,0.544,0.412,-0.934,0.584,0.329,-0.875,0.496,0.331,-0.883,0.747,0.815,-0.227,0.335,0.811,-0.356
402,0.544,0.412,-0.907,0.584,0.329,-0.849,0.496,0.331,-0.857,0.747,0.815,-0.214,0.335,0.811,-0.346
403,0.543,0.412,-0.906,0.584,0.33,-0.848,0.496,0.331,-0.856,0.747,0.814,-0.211,0.335,0.81,-0.342
404,0.543,0.413,-0.902,0.583,0.33,-0.846,0.496,0.331,-0.854,0.746,0.814,-0.211,0.335,0.81,-0.343
405,0.542,0.413,-0.898,0.583,0.33,-0.842,0.496,0.332,-0.85,0.746,0.813,-0.211,0.336,0.81,-0.342
406,0.542,0.413,-0.89,0.583,0.33,-0.834,0.495,0.332,-0.842,0.745,0.812,-0.203,0.336,0.81,-0.339
407,0.542,0.413,-0.873,0.583,0.33,-0.818,0.495,0.332,-0.827,0.745,0.812,-0.192,0.336,0.81,-0.339
408,0.541,0.413,-0.894,0.583,0.33,-0.837,0.495,0.332,-0.847,0.745,0.812,-0.193,0.336,0.81,-0.346
409,0.541,0.413,-0.931,0.583,0.33,-0.874,0.495,0.332,-0.883,0.745,0.812,-0.21,0.336,0.811,-0.361
410,0.541,0.413,-0.93,0.583,0.33,-0.873,0.495,0.332,-0.881,0.745,0.813,-0.214,0.336,0.811,-0.361
411,0.54,0.414,-0.929,0.582,0.33,-0.872,0.494,0.332,-0.88,0.745,0.813,-0.218,0.336,0.811,-0.361
412,0.54,0.414,-0.928,0.582,0.33,-0.871,0.493,0.332,-0.879,0.745,0.813,-0.217,0.336,0.811,-0.359
